"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate - Excellence Endorsement","Current Year Attainment Rate - Excellence Endorsement","Cumulative Year Attainment Rate - Merit Endorsement","Current Year Attainment Rate - Merit Endorsement","Cumulative Year Attainment Rate - No Endorsement","Current Year Attainment Rate - No Endorsement","Cumulative Year Attainment - Excellence Endorsement","Current Year Attainment - Excellence Endorsement","Cumulative Year Attainment - Merit Endorsement","Current Year Attainment - Merit Endorsement","Cumulative Year Attainment - No Endorsement","Current Year Attainment - No Endorsement","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"11","NCEA Level 2","Canterbury","2015","0","0.072","0.076","0.072","0.076","0.855","0.848","5","5","5","5","59","56","69","66","7123",""
"11","NCEA Level 2","Canterbury","2016","0","0.145","0.155","0.079","0.085","0.776","0.761","11","11","6","6","59","54","76","71","7099",""
"11","NCEA Level 2","Canterbury","2017","0","0.042","0.043","0.042","0.043","0.915","0.913","3","3","3","3","65","63","71","69","7170",""
"11","NCEA Level 2","Canterbury","2018","0","0.125","0.14","0.089","0.08","0.786","0.78","7","7","5","4","44","39","56","50","7097",""
"11","NCEA Level 2","Canterbury","2019","0","0.224","0.245","0.172","0.17","0.603","0.585","13","13","10","9","35","31","58","53","7364",""
"11","NCEA Level 2","Canterbury","2020","0","0.18","0.179","0.197","0.161","0.623","0.661","11","10","12","9","38","37","61","56","7305",""
"11","NCEA Level 2","Canterbury","2021","0","0.174","0.179","0.188","0.194","0.638","0.627","12","12","13","13","44","42","69","67","7299",""
"11","NCEA Level 2","Canterbury","2022","0","0.145","0.149","0.132","0.135","0.724","0.716","11","11","10","10","55","53","76","74","7827",""
"11","NCEA Level 2","Canterbury","2023","0","0.254","0.273","0.254","0.255","0.492","0.473","15","15","15","14","29","26","59","55","8239",""
"11","NCEA Level 2","Canterbury","2024","0","0.327","0.348","0.122","0.13","0.551","0.522","16","16","6","6","27","24","49","46","8340",""
"11","NCEA Level 2","Gisborne","2015","0","0","0","0.05","0.05","0.95","0.95","0","0","1","1","19","19","20","20","639",""
"11","NCEA Level 2","Gisborne","2016","0","0","0","0","0","1","1","0","0","0","0","9","9","9","9","695",""
"11","NCEA Level 2","Gisborne","2017","0","0","0","0.067","0.071","0.933","0.929","0","0","1","1","14","13","15","14","711",""
"11","NCEA Level 2","Gisborne","2018","0","0.05","0.056","0.15","0.167","0.8","0.778","1","1","3","3","16","14","20","18","705",""
"11","NCEA Level 2","Gisborne","2019","0","0","0","0.143","0.143","0.857","0.857","0","0","2","2","12","12","14","14","676",""
"11","NCEA Level 2","Gisborne","2020","0","0","0","0","0","1","1","0","0","0","0","13","13","13","13","662",""
"11","NCEA Level 2","Gisborne","2021","0","0.095","0.095","0.048","0.048","0.857","0.857","2","2","1","1","18","18","21","21","712",""
"11","NCEA Level 2","Gisborne","2022","0","0.2","0.2","0.16","0.16","0.64","0.64","5","5","4","4","16","16","25","25","683",""
"11","NCEA Level 2","Gisborne","2023","0","0.292","0.292","0.208","0.208","0.5","0.5","7","7","5","5","12","12","24","24","705",""
"11","NCEA Level 2","Gisborne","2024","0","0.206","0.222","0.118","0.074","0.676","0.704","7","6","4","2","23","19","34","27","713",""
"11","NCEA Level 2","Hawke's Bay","2015","0","0.224","0.224","0.015","0.015","0.761","0.761","15","15","1","1","51","51","67","67","2321",""
"11","NCEA Level 2","Hawke's Bay","2016","0","0.193","0.193","0.053","0.053","0.754","0.754","11","11","3","3","43","43","57","57","2345",""
"11","NCEA Level 2","Hawke's Bay","2017","0","0.174","0.174","0.058","0.058","0.767","0.767","15","15","5","5","66","66","86","86","2382",""
"11","NCEA Level 2","Hawke's Bay","2018","0","0.25","0.25","0.25","0.25","0.5","0.5","10","10","10","10","20","20","40","40","2189",""
"11","NCEA Level 2","Hawke's Bay","2019","0","0.459","0.444","0.351","0.361","0.189","0.194","17","16","13","13","7","7","37","36","2283",""
"11","NCEA Level 2","Hawke's Bay","2020","0","0.096","0.096","0.442","0.442","0.462","0.462","5","5","23","23","24","24","52","52","2318",""
"11","NCEA Level 2","Hawke's Bay","2021","0","0.318","0.318","0.273","0.273","0.409","0.409","14","14","12","12","18","18","44","44","2197",""
"11","NCEA Level 2","Hawke's Bay","2022","0","0.151","0.137","0.189","0.196","0.66","0.667","8","7","10","10","35","34","53","51","2383",""
"11","NCEA Level 2","Hawke's Bay","2023","0","0.333","0.345","0.283","0.293","0.383","0.362","20","20","17","17","23","21","60","58","2454",""
"11","NCEA Level 2","Hawke's Bay","2024","0","0.44","0.4","0.08","0.1","0.48","0.5","11","8","2","2","12","10","25","20","2362",""
"11","NCEA Level 2","Manawatu-Whanganui","2015","0","0.205","0.198","0.261","0.267","0.534","0.535","18","17","23","23","47","46","88","86","3026",""
"11","NCEA Level 2","Manawatu-Whanganui","2016","0","0.14","0.14","0.198","0.198","0.663","0.663","12","12","17","17","57","57","86","86","3134",""
"11","NCEA Level 2","Manawatu-Whanganui","2017","0","0.167","0.168","0.208","0.211","0.625","0.621","16","16","20","20","60","59","96","95","3002",""
"11","NCEA Level 2","Manawatu-Whanganui","2018","0","0.302","0.302","0.413","0.413","0.286","0.286","19","19","26","26","18","18","63","63","2924",""
"11","NCEA Level 2","Manawatu-Whanganui","2019","0","0.25","0.25","0.382","0.382","0.368","0.368","17","17","26","26","25","25","68","68","3139",""
"11","NCEA Level 2","Manawatu-Whanganui","2020","0","0.215","0.227","0.329","0.347","0.456","0.427","17","17","26","26","36","32","79","75","2954",""
"11","NCEA Level 2","Manawatu-Whanganui","2021","0","0.086","0.09","0.366","0.382","0.548","0.528","8","8","34","34","51","47","93","89","3151",""
"11","NCEA Level 2","Manawatu-Whanganui","2022","0","0.232","0.239","0.263","0.272","0.505","0.489","22","22","25","25","48","45","95","92","3069",""
"11","NCEA Level 2","Manawatu-Whanganui","2023","0","0.283","0.291","0.274","0.282","0.443","0.427","30","30","29","29","47","44","106","103","3406",""
"11","NCEA Level 2","Manawatu-Whanganui","2024","0","0.2","0.196","0.347","0.359","0.453","0.446","19","18","33","33","43","41","95","92","3367",""
"11","NCEA Level 2","Marlborough","2015","0","0","0","0","0","1","1","0","0","0","0","3","2","3","2","496",""
"11","NCEA Level 2","Marlborough","2016","0","0.5","0.5","0","0","0.5","0.5","1","1","0","0","1","1","2","2","467",""
"11","NCEA Level 2","Marlborough","2017","0","0.2","0.2","0","0","0.8","0.8","2","2","0","0","8","8","10","10","440",""
"11","NCEA Level 2","Marlborough","2018","0","0.167","0.167","0","0","0.833","0.833","1","1","0","0","5","5","6","6","481",""
"11","NCEA Level 2","Marlborough","2019","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","505",""
"11","NCEA Level 2","Marlborough","2020","0","0.278","0.294","0.167","0.176","0.556","0.529","5","5","3","3","10","9","18","17","446",""
"11","NCEA Level 2","Marlborough","2021","0","0","0","0.5","0.5","0.5","0.5","0","0","2","2","2","2","4","4","520",""
"11","NCEA Level 2","Marlborough","2022","0","0.111","0.111","0.333","0.333","0.556","0.556","1","1","3","3","5","5","9","9","469",""
"11","NCEA Level 2","Marlborough","2023","0","0.182","0.2","0.273","0.3","0.545","0.5","2","2","3","3","6","5","11","10","534",""
"11","NCEA Level 2","Marlborough","2024","0","0.125","0.125","0.125","0.125","0.75","0.75","1","1","1","1","6","6","8","8","565",""
"11","NCEA Level 2","Nelson","2015","0","0.143","0.143","0.143","0.143","0.714","0.714","1","1","1","1","5","5","7","7","838",""
"11","NCEA Level 2","Nelson","2016","0","0","0","0.143","0.143","0.857","0.857","0","0","1","1","6","6","7","7","814",""
"11","NCEA Level 2","Nelson","2017","0","0","0","0","0","1","1","0","0","0","0","6","6","6","6","742",""
"11","NCEA Level 2","Nelson","2018","0","0","0","0.333","0.333","0.667","0.667","0","0","1","1","2","2","3","3","750",""
"11","NCEA Level 2","Nelson","2019","0","1","1","0","0","0","0","2","1","0","0","0","0","2","1","776",""
"11","NCEA Level 2","Nelson","2020","0","0.4","0.4","0.4","0.4","0.2","0.2","2","2","2","2","1","1","5","5","791",""
"11","NCEA Level 2","Nelson","2021","0","0.143","0.167","0","0","0.857","0.833","1","1","0","0","6","5","7","6","786",""
"11","NCEA Level 2","Nelson","2022","0","0.5","0.5","0.25","0.25","0.25","0.25","4","4","2","2","2","2","8","8","765",""
"11","NCEA Level 2","Nelson","2023","0","0.286","0.286","0.143","0.143","0.571","0.571","2","2","1","1","4","4","7","7","862",""
"11","NCEA Level 2","Nelson","2024","0","0","0","0.667","0.667","0.333","0.333","0","0","2","2","1","1","3","3","839",""
"11","NCEA Level 2","Northland","2015","0","0","0","0.023","0.029","0.977","0.971","0","0","1","1","43","34","44","35","2307",""
"11","NCEA Level 2","Northland","2016","0","0","0","0","0","1","1","0","0","0","0","63","50","63","50","2290",""
"11","NCEA Level 2","Northland","2017","0","0.025","0.027","0.025","0.027","0.95","0.946","1","1","1","1","38","35","40","37","2122",""
"11","NCEA Level 2","Northland","2018","0","0.034","0.036","0.034","0","0.931","0.964","1","1","1","0","27","27","29","28","2161",""
"11","NCEA Level 2","Northland","2019","0","0.014","0.014","0.041","0.042","0.945","0.944","1","1","3","3","69","68","73","72","2187",""
"11","NCEA Level 2","Northland","2020","0","0.031","0.031","0.077","0.078","0.892","0.891","2","2","5","5","58","57","65","64","2068",""
"11","NCEA Level 2","Northland","2021","0","0.046","0.048","0.154","0.143","0.8","0.81","3","3","10","9","52","51","65","63","2214",""
"11","NCEA Level 2","Northland","2022","0","0","0","0","0","1","1","0","0","0","0","68","67","68","67","2425",""
"11","NCEA Level 2","Northland","2023","0","0.056","0.058","0.014","0.014","0.931","0.928","4","4","1","1","67","64","72","69","2364",""
"11","NCEA Level 2","Northland","2024","0","0.048","0.05","0.111","0.1","0.841","0.85","3","3","7","6","53","51","63","60","2499",""
"11","NCEA Level 2","Otago","2015","0","0.095","0.1","0.048","0.05","0.857","0.85","2","2","1","1","18","17","21","20","2433",""
"11","NCEA Level 2","Otago","2016","0","0.13","0.136","0.043","0.045","0.826","0.818","3","3","1","1","19","18","23","22","2524",""
"11","NCEA Level 2","Otago","2017","0","0.353","0.308","0.059","0","0.588","0.692","6","4","1","0","10","9","17","13","2411",""
"11","NCEA Level 2","Otago","2018","0","0.455","0.455","0.182","0.182","0.364","0.364","5","5","2","2","4","4","11","11","2435",""
"11","NCEA Level 2","Otago","2019","0","0.5","0.545","0.167","0.182","0.333","0.273","6","6","2","2","4","3","12","11","2447",""
"11","NCEA Level 2","Otago","2020","0","0.389","0.389","0.056","0.056","0.556","0.556","7","7","1","1","10","10","18","18","2532",""
"11","NCEA Level 2","Otago","2021","0","0.121","0.094","0.182","0.188","0.697","0.719","4","3","6","6","23","23","33","32","2463",""
"11","NCEA Level 2","Otago","2022","0","0.44","0.417","0.28","0.292","0.28","0.292","11","10","7","7","7","7","25","24","2631",""
"11","NCEA Level 2","Otago","2023","0","0.375","0.375","0.125","0.125","0.5","0.5","6","6","2","2","8","8","16","16","2731",""
"11","NCEA Level 2","Otago","2024","0","0.35","0.35","0.25","0.25","0.4","0.4","7","7","5","5","8","8","20","20","2797",""
"11","NCEA Level 2","Other","2015","0","0.08","0.1","0.08","0.1","0.84","0.8","2","2","2","2","21","16","25","20","1269",""
"11","NCEA Level 2","Other","2016","0","0.129","0.111","0","0","0.871","0.889","4","3","0","0","27","24","31","27","1263",""
"11","NCEA Level 2","Other","2017","0","0.111","0.143","0.111","0","0.778","0.857","2","2","2","0","14","12","18","14","1091",""
"11","NCEA Level 2","Other","2018","0","0","0","0","0","1","1","0","0","0","0","10","9","10","9","1223",""
"11","NCEA Level 2","Other","2019","0","0","0","0.077","0.1","0.923","0.9","0","0","1","1","12","9","13","10","1531",""
"11","NCEA Level 2","Other","2020","0","0.091","0.1","0.091","0.1","0.818","0.8","2","2","2","2","18","16","22","20","1531",""
"11","NCEA Level 2","Other","2021","0","0.143","0.059","0.095","0.118","0.762","0.824","3","1","2","2","16","14","21","17","1806",""
"11","NCEA Level 2","Other","2022","0","0.077","0.071","0.038","0.071","0.885","0.857","2","1","1","1","23","12","26","14","2218",""
"11","NCEA Level 2","Other","2023","0","0.107","0.12","0.036","0","0.857","0.88","3","3","1","0","24","22","28","25","2460",""
"11","NCEA Level 2","Other","2024","0","0.111","0.125","0.074","0.083","0.815","0.792","3","3","2","2","22","19","27","24","2860",""
"11","NCEA Level 2","Southland","2015","0","0.2","0.231","0","0","0.8","0.769","3","3","0","0","12","10","15","13","1229",""
"11","NCEA Level 2","Southland","2016","0","0","0","0.118","0","0.882","1","0","0","2","0","15","12","17","12","1256",""
"11","NCEA Level 2","Southland","2017","0","0","0","0.125","0.143","0.875","0.857","0","0","1","1","7","6","8","7","1227",""
"11","NCEA Level 2","Southland","2018","0","0.2","0.2","0.2","0.2","0.6","0.6","1","1","1","1","3","3","5","5","1155",""
"11","NCEA Level 2","Southland","2019","0","0","0","0","0","1","1","0","0","0","0","11","11","11","11","1248",""
"11","NCEA Level 2","Southland","2020","0","0","0","0","0","1","1","0","0","0","0","7","7","7","7","1283",""
"11","NCEA Level 2","Southland","2021","0","0.111","0.111","0.111","0.111","0.778","0.778","1","1","1","1","7","7","9","9","1268",""
"11","NCEA Level 2","Southland","2022","0","0.067","0.067","0","0","0.933","0.933","1","1","0","0","14","14","15","15","1262",""
"11","NCEA Level 2","Southland","2023","0","0.071","0.071","0.143","0.143","0.786","0.786","1","1","2","2","11","11","14","14","1335",""
"11","NCEA Level 2","Southland","2024","0","0.25","0.25","0.25","0.25","0.5","0.5","1","1","1","1","2","2","4","4","1366",""
"11","NCEA Level 2","Taranaki","2015","0","0.388","0.413","0.02","0.022","0.592","0.565","19","19","1","1","29","26","49","46","1579",""
"11","NCEA Level 2","Taranaki","2016","0","0.325","0.351","0.075","0.081","0.6","0.568","13","13","3","3","24","21","40","37","1518",""
"11","NCEA Level 2","Taranaki","2017","0","0.275","0.275","0.05","0.05","0.675","0.675","11","11","2","2","27","27","40","40","1499",""
"11","NCEA Level 2","Taranaki","2018","0","0.316","0.324","0.342","0.351","0.342","0.324","12","12","13","13","13","12","38","37","1495",""
"11","NCEA Level 2","Taranaki","2019","0","0.154","0.162","0.359","0.378","0.487","0.459","6","6","14","14","19","17","39","37","1455",""
"11","NCEA Level 2","Taranaki","2020","0","0.149","0.152","0.319","0.326","0.532","0.522","7","7","15","15","25","24","47","46","1474",""
"11","NCEA Level 2","Taranaki","2021","0","0.044","0.044","0.244","0.244","0.711","0.711","2","2","11","11","32","32","45","45","1572",""
"11","NCEA Level 2","Taranaki","2022","0","0.22","0.229","0.22","0.229","0.56","0.542","11","11","11","11","28","26","50","48","1661",""
"11","NCEA Level 2","Taranaki","2023","0","0.119","0.122","0.143","0.146","0.738","0.732","5","5","6","6","31","30","42","41","1706",""
"11","NCEA Level 2","Taranaki","2024","0","0.078","0.081","0.047","0.032","0.875","0.887","5","5","3","2","56","55","64","62","1835",""
"11","NCEA Level 2","Tasman","2015","0","0","0","0","0","1","1","0","0","0","0","2","2","2","2","554",""
"11","NCEA Level 2","Tasman","2016","0","0","0","0","0","1","1","0","0","0","0","7","7","7","7","521",""
"11","NCEA Level 2","Tasman","2017","0","0.2","0.2","0","0","0.8","0.8","1","1","0","0","4","4","5","5","560",""
"11","NCEA Level 2","Tasman","2018","0","0","0","0","0","1","1","0","0","0","0","7","7","7","7","548",""
"11","NCEA Level 2","Tasman","2019","0","0.25","0.25","0.5","0.5","0.25","0.25","1","1","2","2","1","1","4","4","583",""
"11","NCEA Level 2","Tasman","2020","0","0","0","0","0","1","1","0","0","0","0","7","7","7","7","588",""
"11","NCEA Level 2","Tasman","2021","0","0","0","0.1","0.1","0.9","0.9","0","0","1","1","9","9","10","10","569",""
"11","NCEA Level 2","Tasman","2022","0","0","0","0","0","1","1","0","0","0","0","10","9","10","9","601",""
"11","NCEA Level 2","Tasman","2023","0","0","0","0.333","0.333","0.667","0.667","0","0","1","1","2","2","3","3","579",""
"11","NCEA Level 2","Tasman","2024","0","0","0","0","0","1","1","0","0","0","0","5","5","5","5","614",""
